State code,State name,Month,Year,Number of fires
BR-SP,Sao Paulo,10,2011,188
BR-SP,Sao Paulo,11,2011,87
BR-SP,Sao Paulo,12,2011,53
BR-SE,Sergipe,1,2011,36
BR-SE,Sergipe,2,2011,31
BR-SE,Sergipe,3,2011,47
BR-SE,Sergipe,4,2011,12
BR-SE,Sergipe,5,2011,0
BR-SE,Sergipe,6,2011,1
BR-SE,Sergipe,7,2011,0
BR-SE,Sergipe,8,2011,1
BR-SE,Sergipe,9,2011,0
BR-SE,Sergipe,10,2011,5
BR-SE,Sergipe,11,2011,4
BR-SE,Sergipe,12,2011,36
BR-TO,Tocantins,1,2011,14
BR-TO,Tocantins,2,2011,13
BR-TO,Tocantins,3,2011,16
BR-TO,Tocantins,4,2011,106
BR-TO,Tocantins,5,2011,354
BR-TO,Tocantins,6,2011,717
BR-TO,Tocantins,7,2011,1001
BR-TO,Tocantins,8,2011,1668
BR-TO,Tocantins,9,2011,4658
BR-TO,Tocantins,10,2011,1591
BR-TO,Tocantins,11,2011,144
BR-TO,Tocantins,12,2011,105
BR-AC,Acre,1,2012,0
BR-AC,Acre,2,2012,0
BR-AC,Acre,3,2012,1
BR-AC,Acre,4,2012,1
BR-AC,Acre,5,2012,3
BR-AC,Acre,6,2012,7
BR-AC,Acre,7,2012,71
BR-AC,Acre,8,2012,739
BR-AC,Acre,9,2012,1996
BR-AC,Acre,10,2012,348
BR-AC,Acre,11,2012,13
BR-AC,Acre,12,2012,1
BR-AL,Alagoas,1,2012,36
BR-AL,Alagoas,2,2012,41
BR-AL,Alagoas,3,2012,44
BR-AL,Alagoas,4,2012,18
BR-AL,Alagoas,5,2012,21
BR-AL,Alagoas,6,2012,4
BR-AL,Alagoas,7,2012,0
BR-AL,Alagoas,8,2012,0
BR-AL,Alagoas,9,2012,6
BR-AL,Alagoas,10,2012,28
BR-AL,Alagoas,11,2012,95
BR-AL,Alagoas,12,2012,59
BR-AP,Amapa,1,2012,30
BR-AP,Amapa,2,2012,5
BR-AP,Amapa,3,2012,1
BR-AP,Amapa,4,2012,2
BR-AP,Amapa,5,2012,2
BR-AP,Amapa,6,2012,7
BR-AP,Amapa,7,2012,3
BR-AP,Amapa,8,2012,19
BR-AP,Amapa,9,2012,168
BR-AP,Amapa,10,2012,475
BR-AP,Amapa,11,2012,969
BR-AP,Amapa,12,2012,422
BR-AM,Amazonas,1,2012,6
BR-AM,Amazonas,2,2012,25
BR-AM,Amazonas,3,2012,17
BR-AM,Amazonas,4,2012,3
BR-AM,Amazonas,5,2012,12
BR-AM,Amazonas,6,2012,45
BR-AM,Amazonas,7,2012,234
BR-AM,Amazonas,8,2012,3011
BR-AM,Amazonas,9,2012,2392
BR-AM,Amazonas,10,2012,1238
BR-AM,Amazonas,11,2012,682
BR-AM,Amazonas,12,2012,80
BR-BA,Bahia,1,2012,179
BR-BA,Bahia,2,2012,200
BR-BA,Bahia,3,2012,404
BR-BA,Bahia,4,2012,396
BR-BA,Bahia,5,2012,326
BR-BA,Bahia,6,2012,385
BR-BA,Bahia,7,2012,906
BR-BA,Bahia,8,2012,1835
BR-BA,Bahia,9,2012,7495
BR-BA,Bahia,10,2012,4607
BR-BA,Bahia,11,2012,168
BR-BA,Bahia,12,2012,477
BR-CE,Ceara,1,2012,273
BR-CE,Ceara,2,2012,41
BR-CE,Ceara,3,2012,10
BR-CE,Ceara,4,2012,2
BR-CE,Ceara,5,2012,19
BR-CE,Ceara,6,2012,28
BR-CE,Ceara,7,2012,50
BR-CE,Ceara,8,2012,278
BR-CE,Ceara,9,2012,609
BR-CE,Ceara,10,2012,1104
BR-CE,Ceara,11,2012,995
BR-CE,Ceara,12,2012,631
BR-DF,Distrito Federal,1,2012,0
BR-DF,Distrito Federal,2,2012,0
BR-DF,Distrito Federal,3,2012,0
BR-DF,Distrito Federal,4,2012,4
BR-DF,Distrito Federal,5,2012,0
BR-DF,Distrito Federal,6,2012,6
BR-DF,Distrito Federal,7,2012,29
BR-DF,Distrito Federal,8,2012,55
BR-DF,Distrito Federal,9,2012,64
BR-DF,Distrito Federal,10,2012,15
BR-DF,Distrito Federal,11,2012,0
BR-DF,Distrito Federal,12,2012,0
BR-ES,Espirito Santo,1,2012,1
BR-ES,Espirito Santo,2,2012,25
BR-ES,Espirito Santo,3,2012,35
BR-ES,Espirito Santo,4,2012,74
BR-ES,Espirito Santo,5,2012,20
BR-ES,Espirito Santo,6,2012,15
BR-ES,Espirito Santo,7,2012,35
BR-ES,Espirito Santo,8,2012,12
BR-ES,Espirito Santo,9,2012,48
BR-ES,Espirito Santo,10,2012,62
BR-ES,Espirito Santo,11,2012,7
BR-ES,Espirito Santo,12,2012,18
BR-GO,Goias,1,2012,21
BR-GO,Goias,2,2012,37
BR-GO,Goias,3,2012,57
BR-GO,Goias,4,2012,89
BR-GO,Goias,5,2012,103
BR-GO,Goias,6,2012,245
BR-GO,Goias,7,2012,564
BR-GO,Goias,8,2012,912
BR-GO,Goias,9,2012,2452
BR-GO,Goias,10,2012,1524
BR-GO,Goias,11,2012,57
BR-GO,Goias,12,2012,93
BR-MA,Maranhao,1,2012,326
BR-MA,Maranhao,2,2012,46
BR-MA,Maranhao,3,2012,49
BR-MA,Maranhao,4,2012,97
BR-MA,Maranhao,5,2012,286
BR-MA,Maranhao,6,2012,915
BR-MA,Maranhao,7,2012,3548
BR-MA,Maranhao,8,2012,10395
BR-MA,Maranhao,9,2012,7626
BR-MA,Maranhao,10,2012,5
BR-MA,Maranhao,11,2012,201
BR-MA,Maranhao,12,2012,1296
BR-MT,Mato Grosso,1,2012,166
BR-MT,Mato Grosso,2,2012,193
BR-MT,Mato Grosso,3,2012,423
BR-MT,Mato Grosso,4,2012,521
BR-MT,Mato Grosso,5,2012,812
BR-MT,Mato Grosso,6,2012,1651
BR-MT,Mato Grosso,7,2012,2008
BR-MT,Mato Grosso,8,2012,6195
BR-MT,Mato Grosso,9,2012,10344
BR-MT,Mato Grosso,10,2012,2837
BR-MT,Mato Grosso,11,2012,375
BR-MT,Mato Grosso,12,2012,492
BR-MS,Mato Grosso do Sul,1,2012,201
BR-MS,Mato Grosso do Sul,2,2012,112
BR-MS,Mato Grosso do Sul,3,2012,169
BR-MS,Mato Grosso do Sul,4,2012,97
BR-MS,Mato Grosso do Sul,5,2012,157
BR-MS,Mato Grosso do Sul,6,2012,96
BR-MS,Mato Grosso do Sul,7,2012,538
BR-MS,Mato Grosso do Sul,8,2012,2951
BR-MS,Mato Grosso do Sul,9,2012,2264
BR-MS,Mato Grosso do Sul,10,2012,652
BR-MS,Mato Grosso do Sul,11,2012,115
BR-MS,Mato Grosso do Sul,12,2012,194
BR-MG,Minas Gerais,1,2012,75
BR-MG,Minas Gerais,2,2012,123
BR-MG,Minas Gerais,3,2012,152
BR-MG,Minas Gerais,4,2012,180
BR-MG,Minas Gerais,5,2012,144
BR-MG,Minas Gerais,6,2012,219
BR-MG,Minas Gerais,7,2012,669
BR-MG,Minas Gerais,8,2012,901
BR-MG,Minas Gerais,9,2012,3219
BR-MG,Minas Gerais,10,2012,397
BR-MG,Minas Gerais,11,2012,220
BR-MG,Minas Gerais,12,2012,189
BR-PA,Para,1,2012,392
BR-PA,Para,2,2012,63
BR-PA,Para,3,2012,30
BR-PA,Para,4,2012,11
BR-PA,Para,5,2012,59
BR-PA,Para,6,2012,183
BR-PA,Para,7,2012,661
BR-PA,Para,8,2012,6964
BR-PA,Para,9,2012,687
BR-PA,Para,10,2012,3714
BR-PA,Para,11,2012,6156
BR-PA,Para,12,2012,1812
BR-PB,Paraiba,1,2012,61
BR-PB,Paraiba,2,2012,15
BR-PB,Paraiba,3,2012,4
BR-PB,Paraiba,4,2012,13
BR-PB,Paraiba,5,2012,10
BR-PB,Paraiba,6,2012,5
BR-PB,Paraiba,7,2012,5
BR-PB,Paraiba,8,2012,13
BR-PB,Paraiba,9,2012,71
BR-PB,Paraiba,10,2012,136
BR-PB,Paraiba,11,2012,130
BR-PB,Paraiba,12,2012,62
BR-PR,Parana,1,2012,31
BR-PR,Parana,2,2012,40
BR-PR,Parana,3,2012,55
BR-PR,Parana,4,2012,38
BR-PR,Parana,5,2012,86
BR-PR,Parana,6,2012,77
BR-PR,Parana,7,2012,111
BR-PR,Parana,8,2012,522
BR-PR,Parana,9,2012,459
BR-PR,Parana,10,2012,145
BR-PR,Parana,11,2012,142
BR-PR,Parana,12,2012,54
BR-PE,Pernambuco,1,2012,146
BR-PE,Pernambuco,2,2012,64
BR-PE,Pernambuco,3,2012,44
BR-PE,Pernambuco,4,2012,46
BR-PE,Pernambuco,5,2012,36
BR-PE,Pernambuco,6,2012,12
BR-PE,Pernambuco,7,2012,11
BR-PE,Pernambuco,8,2012,27
BR-PE,Pernambuco,9,2012,192
BR-PE,Pernambuco,10,2012,222
BR-PE,Pernambuco,11,2012,181
BR-PE,Pernambuco,12,2012,108
BR-PI,Piaui,1,2012,80
BR-PI,Piaui,2,2012,31
BR-PI,Piaui,3,2012,71
BR-PI,Piaui,4,2012,119
BR-PI,Piaui,5,2012,334
BR-PI,Piaui,6,2012,834
BR-PI,Piaui,7,2012,1755
BR-PI,Piaui,8,2012,3614
BR-PI,Piaui,9,2012,4479
BR-PI,Piaui,10,2012,2506
BR-PI,Piaui,11,2012,447
BR-PI,Piaui,12,2012,334
BR-RJ,Rio de Janeiro,1,2012,12
BR-RJ,Rio de Janeiro,2,2012,11
BR-RJ,Rio de Janeiro,3,2012,20
BR-RJ,Rio de Janeiro,4,2012,12
BR-RJ,Rio de Janeiro,5,2012,18
BR-RJ,Rio de Janeiro,6,2012,14
BR-RJ,Rio de Janeiro,7,2012,50
BR-RJ,Rio de Janeiro,8,2012,72
BR-RJ,Rio de Janeiro,9,2012,172
BR-RJ,Rio de Janeiro,10,2012,163
BR-RJ,Rio de Janeiro,11,2012,13
BR-RJ,Rio de Janeiro,12,2012,18
BR-RN,Rio Grande do Norte,1,2012,72
BR-RN,Rio Grande do Norte,2,2012,13
BR-RN,Rio Grande do Norte,3,2012,2
BR-RN,Rio Grande do Norte,4,2012,4
BR-RN,Rio Grande do Norte,5,2012,14
BR-RN,Rio Grande do Norte,6,2012,5
BR-RN,Rio Grande do Norte,7,2012,3
BR-RN,Rio Grande do Norte,8,2012,23
BR-RN,Rio Grande do Norte,9,2012,41
BR-RN,Rio Grande do Norte,10,2012,74
BR-RN,Rio Grande do Norte,11,2012,69
BR-RN,Rio Grande do Norte,12,2012,75
BR-RS,Rio Grande do Sul,1,2012,61
BR-RS,Rio Grande do Sul,2,2012,39
BR-RS,Rio Grande do Sul,3,2012,50
BR-RS,Rio Grande do Sul,4,2012,41
BR-RS,Rio Grande do Sul,5,2012,112
BR-RS,Rio Grande do Sul,6,2012,86
BR-RS,Rio Grande do Sul,7,2012,134
BR-RS,Rio Grande do Sul,8,2012,410
BR-RS,Rio Grande do Sul,9,2012,113
BR-RS,Rio Grande do Sul,10,2012,91
BR-RS,Rio Grande do Sul,11,2012,74
BR-RS,Rio Grande do Sul,12,2012,38
BR-RO,Rondonia,1,2012,2
BR-RO,Rondonia,2,2012,9
BR-RO,Rondonia,3,2012,6
BR-RO,Rondonia,4,2012,12
BR-RO,Rondonia,5,2012,22
BR-RO,Rondonia,6,2012,32
BR-RO,Rondonia,7,2012,205
BR-RO,Rondonia,8,2012,2209
BR-RO,Rondonia,9,2012,2471
BR-RO,Rondonia,10,2012,1229
BR-RO,Rondonia,11,2012,174
BR-RO,Rondonia,12,2012,50
BR-RR,Roraima,1,2012,217
BR-RR,Roraima,2,2012,130
BR-RR,Roraima,3,2012,99
BR-RR,Roraima,4,2012,25
BR-RR,Roraima,5,2012,18
BR-RR,Roraima,6,2012,22
BR-RR,Roraima,7,2012,2
BR-RR,Roraima,8,2012,4
BR-RR,Roraima,9,2012,67
BR-RR,Roraima,10,2012,152
BR-RR,Roraima,11,2012,187
BR-RR,Roraima,12,2012,78
BR-SC,Santa Catarina,1,2012,14
BR-SC,Santa Catarina,2,2012,13
BR-SC,Santa Catarina,3,2012,65
BR-SC,Santa Catarina,4,2012,40
BR-SC,Santa Catarina,5,2012,60
BR-SC,Santa Catarina,6,2012,42
BR-SC,Santa Catarina,7,2012,42
BR-SC,Santa Catarina,8,2012,398
BR-SC,Santa Catarina,9,2012,188
BR-SC,Santa Catarina,10,2012,34
BR-SC,Santa Catarina,11,2012,72
BR-SC,Santa Catarina,12,2012,32
BR-SP,Sao Paulo,1,2012,38
BR-SP,Sao Paulo,2,2012,81
BR-SP,Sao Paulo,3,2012,99
BR-SP,Sao Paulo,4,2012,82
BR-SP,Sao Paulo,5,2012,82
BR-SP,Sao Paulo,6,2012,30
BR-SP,Sao Paulo,7,2012,179
BR-SP,Sao Paulo,8,2012,435
BR-SP,Sao Paulo,9,2012,813
BR-SP,Sao Paulo,10,2012,206
BR-SP,Sao Paulo,11,2012,50
BR-SP,Sao Paulo,12,2012,64
BR-SE,Sergipe,1,2012,39
BR-SE,Sergipe,2,2012,34
BR-SE,Sergipe,3,2012,71
BR-SE,Sergipe,4,2012,40
BR-SE,Sergipe,5,2012,17
BR-SE,Sergipe,6,2012,3
BR-SE,Sergipe,7,2012,1
BR-SE,Sergipe,8,2012,0
BR-SE,Sergipe,9,2012,1
BR-SE,Sergipe,10,2012,1
BR-SE,Sergipe,11,2012,6
BR-SE,Sergipe,12,2012,18
BR-TO,Tocantins,1,2012,12
BR-TO,Tocantins,2,2012,45
BR-TO,Tocantins,3,2012,80
BR-TO,Tocantins,4,2012,226
BR-TO,Tocantins,5,2012,467
BR-TO,Tocantins,6,2012,922
BR-TO,Tocantins,7,2012,1693
BR-TO,Tocantins,8,2012,428
BR-TO,Tocantins,9,2012,746
BR-TO,Tocantins,10,2012,368
BR-TO,Tocantins,11,2012,179
BR-TO,Tocantins,12,2012,128
BR-AC,Acre,1,2013,0
BR-AC,Acre,2,2013,0
BR-AC,Acre,3,2013,2
BR-AC,Acre,4,2013,19
BR-AC,Acre,5,2013,4
BR-AC,Acre,6,2013,8
BR-AC,Acre,7,2013,54
BR-AC,Acre,8,2013,679
BR-AC,Acre,9,2013,2136
BR-AC,Acre,10,2013,258
BR-AC,Acre,11,2013,79
BR-AC,Acre,12,2013,3
BR-AL,Alagoas,1,2013,49
BR-AL,Alagoas,2,2013,19
BR-AL,Alagoas,3,2013,31
BR-AL,Alagoas,4,2013,25
BR-AL,Alagoas,5,2013,2
BR-AL,Alagoas,6,2013,1
BR-AL,Alagoas,7,2013,0
BR-AL,Alagoas,8,2013,0
BR-AL,Alagoas,9,2013,4
BR-AL,Alagoas,10,2013,25
BR-AL,Alagoas,11,2013,10
BR-AL,Alagoas,12,2013,42
BR-AP,Amapa,1,2013,3
BR-AP,Amapa,2,2013,0
BR-AP,Amapa,3,2013,0
BR-AP,Amapa,4,2013,2
BR-AP,Amapa,5,2013,0
BR-AP,Amapa,6,2013,1
BR-AP,Amapa,7,2013,1
BR-AP,Amapa,8,2013,9
BR-AP,Amapa,9,2013,85
BR-AP,Amapa,10,2013,385
BR-AP,Amapa,11,2013,341
BR-AP,Amapa,12,2013,148
BR-AM,Amazonas,1,2013,37
BR-AM,Amazonas,2,2013,16
BR-AM,Amazonas,3,2013,49
BR-AM,Amazonas,4,2013,20
BR-AM,Amazonas,5,2013,19
BR-AM,Amazonas,6,2013,56
BR-AM,Amazonas,7,2013,248
BR-AM,Amazonas,8,2013,1276
BR-AM,Amazonas,9,2013,1739
BR-AM,Amazonas,10,2013,1202
BR-AM,Amazonas,11,2013,220
BR-AM,Amazonas,12,2013,236
BR-BA,Bahia,1,2013,125
BR-BA,Bahia,2,2013,231
BR-BA,Bahia,3,2013,363
BR-BA,Bahia,4,2013,108
BR-BA,Bahia,5,2013,141
BR-BA,Bahia,6,2013,208
BR-BA,Bahia,7,2013,362
BR-BA,Bahia,8,2013,610
BR-BA,Bahia,9,2013,2681
BR-BA,Bahia,10,2013,1969
BR-BA,Bahia,11,2013,288
BR-BA,Bahia,12,2013,131
BR-CE,Ceara,1,2013,103
BR-CE,Ceara,2,2013,49
BR-CE,Ceara,3,2013,17
BR-CE,Ceara,4,2013,4
BR-CE,Ceara,5,2013,4
BR-CE,Ceara,6,2013,5
BR-CE,Ceara,7,2013,4
BR-CE,Ceara,8,2013,32
BR-CE,Ceara,9,2013,177
BR-CE,Ceara,10,2013,466
BR-CE,Ceara,11,2013,1081
BR-CE,Ceara,12,2013,956
BR-DF,Distrito Federal,1,2013,0
BR-DF,Distrito Federal,2,2013,1
BR-DF,Distrito Federal,3,2013,1
BR-DF,Distrito Federal,4,2013,1
BR-DF,Distrito Federal,5,2013,2
BR-DF,Distrito Federal,6,2013,4
BR-DF,Distrito Federal,7,2013,22
BR-DF,Distrito Federal,8,2013,34
BR-DF,Distrito Federal,9,2013,31
BR-DF,Distrito Federal,10,2013,3
BR-DF,Distrito Federal,11,2013,0
BR-DF,Distrito Federal,12,2013,2
BR-ES,Espirito Santo,1,2013,10
BR-ES,Espirito Santo,2,2013,15
BR-ES,Espirito Santo,3,2013,13
BR-ES,Espirito Santo,4,2013,16
BR-ES,Espirito Santo,5,2013,14
BR-ES,Espirito Santo,6,2013,22
BR-ES,Espirito Santo,7,2013,20
BR-ES,Espirito Santo,8,2013,53
BR-ES,Espirito Santo,9,2013,30
BR-ES,Espirito Santo,10,2013,37
BR-ES,Espirito Santo,11,2013,11
BR-ES,Espirito Santo,12,2013,9
BR-GO,Goias,1,2013,33
BR-GO,Goias,2,2013,86
BR-GO,Goias,3,2013,79
BR-GO,Goias,4,2013,42
BR-GO,Goias,5,2013,150
BR-GO,Goias,6,2013,192
BR-GO,Goias,7,2013,350
BR-GO,Goias,8,2013,488
BR-GO,Goias,9,2013,684
BR-GO,Goias,10,2013,606
BR-GO,Goias,11,2013,183
BR-GO,Goias,12,2013,86
BR-MA,Maranhao,1,2013,209
BR-MA,Maranhao,2,2013,62
BR-MA,Maranhao,3,2013,30
BR-MA,Maranhao,4,2013,62
BR-MA,Maranhao,5,2013,100
BR-MA,Maranhao,6,2013,498
BR-MA,Maranhao,7,2013,1111
BR-MA,Maranhao,8,2013,2098
BR-MA,Maranhao,9,2013,388
BR-MA,Maranhao,10,2013,2918
BR-MA,Maranhao,11,2013,2529
BR-MA,Maranhao,12,2013,2692
BR-MT,Mato Grosso,1,2013,269
BR-MT,Mato Grosso,2,2013,375
BR-MT,Mato Grosso,3,2013,563
BR-MT,Mato Grosso,4,2013,338
BR-MT,Mato Grosso,5,2013,739
BR-MT,Mato Grosso,6,2013,1213
BR-MT,Mato Grosso,7,2013,163
BR-MT,Mato Grosso,8,2013,3568
BR-MT,Mato Grosso,9,2013,5576
BR-MT,Mato Grosso,10,2013,1986
BR-MT,Mato Grosso,11,2013,1064
BR-MT,Mato Grosso,12,2013,447
BR-MS,Mato Grosso do Sul,1,2013,174
BR-MS,Mato Grosso do Sul,2,2013,100
BR-MS,Mato Grosso do Sul,3,2013,158
BR-MS,Mato Grosso do Sul,4,2013,78
BR-MS,Mato Grosso do Sul,5,2013,72
BR-MS,Mato Grosso do Sul,6,2013,35
BR-MS,Mato Grosso do Sul,7,2013,201
BR-MS,Mato Grosso do Sul,8,2013,677
BR-MS,Mato Grosso do Sul,9,2013,1074
BR-MS,Mato Grosso do Sul,10,2013,378
BR-MS,Mato Grosso do Sul,11,2013,423
BR-MS,Mato Grosso do Sul,12,2013,195
BR-MG,Minas Gerais,1,2013,75
BR-MG,Minas Gerais,2,2013,143
BR-MG,Minas Gerais,3,2013,110
BR-MG,Minas Gerais,4,2013,61
BR-MG,Minas Gerais,5,2013,150
BR-MG,Minas Gerais,6,2013,144
BR-MG,Minas Gerais,7,2013,462
BR-MG,Minas Gerais,8,2013,911
BR-MG,Minas Gerais,9,2013,1656
BR-MG,Minas Gerais,10,2013,1221
BR-MG,Minas Gerais,11,2013,277
BR-MG,Minas Gerais,12,2013,98
BR-PA,Para,1,2013,167
BR-PA,Para,2,2013,30
BR-PA,Para,3,2013,19
BR-PA,Para,4,2013,20
BR-PA,Para,5,2013,42
BR-PA,Para,6,2013,173
BR-PA,Para,7,2013,447
BR-PA,Para,8,2013,2161
BR-PA,Para,9,2013,336
BR-PA,Para,10,2013,4921
BR-PA,Para,11,2013,3688
BR-PA,Para,12,2013,5514
BR-PB,Paraiba,1,2013,38
BR-PB,Paraiba,2,2013,9
BR-PB,Paraiba,3,2013,3
BR-PB,Paraiba,4,2013,6
BR-PB,Paraiba,5,2013,3
BR-PB,Paraiba,6,2013,3
BR-PB,Paraiba,7,2013,1
BR-PB,Paraiba,8,2013,3
BR-PB,Paraiba,9,2013,25
BR-PB,Paraiba,10,2013,58
BR-PB,Paraiba,11,2013,95
BR-PB,Paraiba,12,2013,78
BR-PR,Parana,1,2013,28
BR-PR,Parana,2,2013,9
BR-PR,Parana,3,2013,18
BR-PR,Parana,4,2013,72
BR-PR,Parana,5,2013,85
BR-PR,Parana,6,2013,52
BR-PR,Parana,7,2013,168
BR-PR,Parana,8,2013,481
BR-PR,Parana,9,2013,476
BR-PR,Parana,10,2013,233
BR-PR,Parana,11,2013,126
BR-PR,Parana,12,2013,155
BR-PE,Pernambuco,1,2013,55
BR-PE,Pernambuco,2,2013,29
BR-PE,Pernambuco,3,2013,40
BR-PE,Pernambuco,4,2013,11
BR-PE,Pernambuco,5,2013,9
BR-PE,Pernambuco,6,2013,12
BR-PE,Pernambuco,7,2013,4
BR-PE,Pernambuco,8,2013,14
BR-PE,Pernambuco,9,2013,143
BR-PE,Pernambuco,10,2013,161
BR-PE,Pernambuco,11,2013,110
BR-PE,Pernambuco,12,2013,141
BR-PI,Piaui,1,2013,72
BR-PI,Piaui,2,2013,68
BR-PI,Piaui,3,2013,14
BR-PI,Piaui,4,2013,34
BR-PI,Piaui,5,2013,40
BR-PI,Piaui,6,2013,263
BR-PI,Piaui,7,2013,361
BR-PI,Piaui,8,2013,1015
BR-PI,Piaui,9,2013,2311
BR-PI,Piaui,10,2013,1269
BR-PI,Piaui,11,2013,640
BR-PI,Piaui,12,2013,468
BR-RJ,Rio de Janeiro,1,2013,9
BR-RJ,Rio de Janeiro,2,2013,12
BR-RJ,Rio de Janeiro,3,2013,9
BR-RJ,Rio de Janeiro,4,2013,9
BR-RJ,Rio de Janeiro,5,2013,16
BR-RJ,Rio de Janeiro,6,2013,17
BR-RJ,Rio de Janeiro,7,2013,58
BR-RJ,Rio de Janeiro,8,2013,74
BR-RJ,Rio de Janeiro,9,2013,117
BR-RJ,Rio de Janeiro,10,2013,44
BR-RJ,Rio de Janeiro,11,2013,28
BR-RJ,Rio de Janeiro,12,2013,12
BR-RN,Rio Grande do Norte,1,2013,25
BR-RN,Rio Grande do Norte,2,2013,24
BR-RN,Rio Grande do Norte,3,2013,6
BR-RN,Rio Grande do Norte,4,2013,7
BR-RN,Rio Grande do Norte,5,2013,2
BR-RN,Rio Grande do Norte,6,2013,1
BR-RN,Rio Grande do Norte,7,2013,0
BR-RN,Rio Grande do Norte,8,2013,2
BR-RN,Rio Grande do Norte,9,2013,7
BR-RN,Rio Grande do Norte,10,2013,71
BR-RN,Rio Grande do Norte,11,2013,77
BR-RN,Rio Grande do Norte,12,2013,46
BR-RS,Rio Grande do Sul,1,2013,22
BR-RS,Rio Grande do Sul,2,2013,43
BR-RS,Rio Grande do Sul,3,2013,44
BR-RS,Rio Grande do Sul,4,2013,47
BR-RS,Rio Grande do Sul,5,2013,14
BR-RS,Rio Grande do Sul,6,2013,10
BR-RS,Rio Grande do Sul,7,2013,42
BR-RS,Rio Grande do Sul,8,2013,156
BR-RS,Rio Grande do Sul,9,2013,290
BR-RS,Rio Grande do Sul,10,2013,104
BR-RS,Rio Grande do Sul,11,2013,110
BR-RS,Rio Grande do Sul,12,2013,62
BR-RO,Rondonia,1,2013,7
BR-RO,Rondonia,2,2013,8
BR-RO,Rondonia,3,2013,23
BR-RO,Rondonia,4,2013,9
BR-RO,Rondonia,5,2013,9
BR-RO,Rondonia,6,2013,22
BR-RO,Rondonia,7,2013,117
BR-RO,Rondonia,8,2013,885
BR-RO,Rondonia,9,2013,1776
BR-RO,Rondonia,10,2013,555
BR-RO,Rondonia,11,2013,108
BR-RO,Rondonia,12,2013,143
BR-RR,Roraima,1,2013,397
BR-RR,Roraima,2,2013,62
BR-RR,Roraima,3,2013,179
BR-RR,Roraima,4,2013,87
BR-RR,Roraima,5,2013,4
BR-RR,Roraima,6,2013,6
BR-RR,Roraima,7,2013,4
BR-RR,Roraima,8,2013,3
BR-RR,Roraima,9,2013,18
BR-RR,Roraima,10,2013,63
BR-RR,Roraima,11,2013,106
BR-RR,Roraima,12,2013,65
BR-SC,Santa Catarina,1,2013,18
BR-SC,Santa Catarina,2,2013,12
BR-SC,Santa Catarina,3,2013,14
BR-SC,Santa Catarina,4,2013,46
BR-SC,Santa Catarina,5,2013,52
BR-SC,Santa Catarina,6,2013,31
BR-SC,Santa Catarina,7,2013,69
BR-SC,Santa Catarina,8,2013,236
BR-SC,Santa Catarina,9,2013,303
BR-SC,Santa Catarina,10,2013,107
BR-SC,Santa Catarina,11,2013,84
BR-SC,Santa Catarina,12,2013,74
BR-SP,Sao Paulo,1,2013,36
BR-SP,Sao Paulo,2,2013,100
BR-SP,Sao Paulo,3,2013,57
BR-SP,Sao Paulo,4,2013,103
BR-SP,Sao Paulo,5,2013,118
BR-SP,Sao Paulo,6,2013,47
BR-SP,Sao Paulo,7,2013,181
BR-SP,Sao Paulo,8,2013,497
BR-SP,Sao Paulo,9,2013,560
BR-SP,Sao Paulo,10,2013,127
BR-SP,Sao Paulo,11,2013,120
BR-SP,Sao Paulo,12,2013,109
BR-SE,Sergipe,1,2013,34
BR-SE,Sergipe,2,2013,47
BR-SE,Sergipe,3,2013,67
BR-SE,Sergipe,4,2013,15
BR-SE,Sergipe,5,2013,1
BR-SE,Sergipe,6,2013,1
BR-SE,Sergipe,7,2013,0
BR-SE,Sergipe,8,2013,0
BR-SE,Sergipe,9,2013,1
BR-SE,Sergipe,10,2013,3
BR-SE,Sergipe,11,2013,7
BR-SE,Sergipe,12,2013,9
BR-TO,Tocantins,1,2013,50
BR-TO,Tocantins,2,2013,37
BR-TO,Tocantins,3,2013,60
BR-TO,Tocantins,4,2013,130
BR-TO,Tocantins,5,2013,373
BR-TO,Tocantins,6,2013,873
BR-TO,Tocantins,7,2013,1393
BR-TO,Tocantins,8,2013,181
BR-TO,Tocantins,9,2013,2445
BR-TO,Tocantins,10,2013,2155
BR-TO,Tocantins,11,2013,345
BR-TO,Tocantins,12,2013,85
BR-AC,Acre,1,2014,0
BR-AC,Acre,2,2014,0
BR-AC,Acre,3,2014,1
BR-AC,Acre,4,2014,7
BR-AC,Acre,5,2014,1
BR-AC,Acre,6,2014,17
BR-AC,Acre,7,2014,60
BR-AC,Acre,8,2014,11
BR-AC,Acre,9,2014,2175
BR-AC,Acre,10,2014,406
BR-AC,Acre,11,2014,56
BR-AC,Acre,12,2014,6
BR-AL,Alagoas,1,2014,54
BR-AL,Alagoas,2,2014,29
BR-AL,Alagoas,3,2014,28
BR-AL,Alagoas,4,2014,16
BR-AL,Alagoas,5,2014,1
BR-AL,Alagoas,6,2014,2
BR-AL,Alagoas,7,2014,1
BR-AL,Alagoas,8,2014,3
BR-AL,Alagoas,9,2014,11
BR-AL,Alagoas,10,2014,7
BR-AL,Alagoas,11,2014,14
BR-AL,Alagoas,12,2014,24
BR-AP,Amapa,1,2014,10
BR-AP,Amapa,2,2014,2
BR-AP,Amapa,3,2014,1
BR-AP,Amapa,4,2014,0
BR-AP,Amapa,5,2014,0
BR-AP,Amapa,6,2014,0
BR-AP,Amapa,7,2014,4
BR-AP,Amapa,8,2014,18
BR-AP,Amapa,9,2014,137
