State code,State name,Month,Year,Number of fires
BR-RS,Rio Grande do Sul,4,2009,145
BR-RS,Rio Grande do Sul,5,2009,177
BR-RS,Rio Grande do Sul,6,2009,30
BR-RS,Rio Grande do Sul,7,2009,47
BR-RS,Rio Grande do Sul,8,2009,1057
BR-RS,Rio Grande do Sul,9,2009,39
BR-RS,Rio Grande do Sul,10,2009,148
BR-RS,Rio Grande do Sul,11,2009,4
BR-RS,Rio Grande do Sul,12,2009,15
BR-RO,Rondonia,1,2009,17
BR-RO,Rondonia,2,2009,1
BR-RO,Rondonia,3,2009,12
BR-RO,Rondonia,4,2009,3
BR-RO,Rondonia,5,2009,6
BR-RO,Rondonia,6,2009,13
BR-RO,Rondonia,7,2009,110
BR-RO,Rondonia,8,2009,484
BR-RO,Rondonia,9,2009,1869
BR-RO,Rondonia,10,2009,1444
BR-RO,Rondonia,11,2009,128
BR-RO,Rondonia,12,2009,9
BR-RR,Roraima,1,2009,45
BR-RR,Roraima,2,2009,153
BR-RR,Roraima,3,2009,176
BR-RR,Roraima,4,2009,115
BR-RR,Roraima,5,2009,219
BR-RR,Roraima,6,2009,16
BR-RR,Roraima,7,2009,18
BR-RR,Roraima,8,2009,29
BR-RR,Roraima,9,2009,117
BR-RR,Roraima,10,2009,197
BR-RR,Roraima,11,2009,312
BR-RR,Roraima,12,2009,290
BR-SC,Santa Catarina,1,2009,21
BR-SC,Santa Catarina,2,2009,7
BR-SC,Santa Catarina,3,2009,33
BR-SC,Santa Catarina,4,2009,57
BR-SC,Santa Catarina,5,2009,33
BR-SC,Santa Catarina,6,2009,14
BR-SC,Santa Catarina,7,2009,26
BR-SC,Santa Catarina,8,2009,759
BR-SC,Santa Catarina,9,2009,47
BR-SC,Santa Catarina,10,2009,252
BR-SC,Santa Catarina,11,2009,61
BR-SC,Santa Catarina,12,2009,20
BR-SP,Sao Paulo,1,2009,12
BR-SP,Sao Paulo,2,2009,65
BR-SP,Sao Paulo,3,2009,55
BR-SP,Sao Paulo,4,2009,67
BR-SP,Sao Paulo,5,2009,142
BR-SP,Sao Paulo,6,2009,125
BR-SP,Sao Paulo,7,2009,110
BR-SP,Sao Paulo,8,2009,289
BR-SP,Sao Paulo,9,2009,116
BR-SP,Sao Paulo,10,2009,64
BR-SP,Sao Paulo,11,2009,83
BR-SP,Sao Paulo,12,2009,37
BR-SE,Sergipe,1,2009,60
BR-SE,Sergipe,2,2009,64
BR-SE,Sergipe,3,2009,29
BR-SE,Sergipe,4,2009,19
BR-SE,Sergipe,5,2009,0
BR-SE,Sergipe,6,2009,2
BR-SE,Sergipe,7,2009,0
BR-SE,Sergipe,8,2009,0
BR-SE,Sergipe,9,2009,1
BR-SE,Sergipe,10,2009,1
BR-SE,Sergipe,11,2009,9
BR-SE,Sergipe,12,2009,21
BR-TO,Tocantins,1,2009,43
BR-TO,Tocantins,2,2009,21
BR-TO,Tocantins,3,2009,23
BR-TO,Tocantins,4,2009,5
BR-TO,Tocantins,5,2009,91
BR-TO,Tocantins,6,2009,421
BR-TO,Tocantins,7,2009,989
BR-TO,Tocantins,8,2009,1124
BR-TO,Tocantins,9,2009,2017
BR-TO,Tocantins,10,2009,718
BR-TO,Tocantins,11,2009,251
BR-TO,Tocantins,12,2009,46
BR-AC,Acre,1,2010,1
BR-AC,Acre,2,2010,0
BR-AC,Acre,3,2010,0
BR-AC,Acre,4,2010,3
BR-AC,Acre,5,2010,9
BR-AC,Acre,6,2010,1
BR-AC,Acre,7,2010,126
BR-AC,Acre,8,2010,1682
BR-AC,Acre,9,2010,2531
BR-AC,Acre,10,2010,292
BR-AC,Acre,11,2010,39
BR-AC,Acre,12,2010,0
BR-AL,Alagoas,1,2010,23
BR-AL,Alagoas,2,2010,26
BR-AL,Alagoas,3,2010,70
BR-AL,Alagoas,4,2010,3
BR-AL,Alagoas,5,2010,0
BR-AL,Alagoas,6,2010,0
BR-AL,Alagoas,7,2010,2
BR-AL,Alagoas,8,2010,1
BR-AL,Alagoas,9,2010,5
BR-AL,Alagoas,10,2010,16
BR-AL,Alagoas,11,2010,31
BR-AL,Alagoas,12,2010,45
BR-AP,Amapa,1,2010,2
BR-AP,Amapa,2,2010,0
BR-AP,Amapa,3,2010,2
BR-AP,Amapa,4,2010,2
BR-AP,Amapa,5,2010,2
BR-AP,Amapa,6,2010,0
BR-AP,Amapa,7,2010,2
BR-AP,Amapa,8,2010,1
BR-AP,Amapa,9,2010,63
BR-AP,Amapa,10,2010,265
BR-AP,Amapa,11,2010,339
BR-AP,Amapa,12,2010,43
BR-AM,Amazonas,1,2010,82
BR-AM,Amazonas,2,2010,81
BR-AM,Amazonas,3,2010,116
BR-AM,Amazonas,4,2010,11
BR-AM,Amazonas,5,2010,13
BR-AM,Amazonas,6,2010,9
BR-AM,Amazonas,7,2010,640
BR-AM,Amazonas,8,2010,3727
BR-AM,Amazonas,9,2010,2781
BR-AM,Amazonas,10,2010,889
BR-AM,Amazonas,11,2010,354
BR-AM,Amazonas,12,2010,123
BR-BA,Bahia,1,2010,297
BR-BA,Bahia,2,2010,206
BR-BA,Bahia,3,2010,156
BR-BA,Bahia,4,2010,103
BR-BA,Bahia,5,2010,198
BR-BA,Bahia,6,2010,192
BR-BA,Bahia,7,2010,519
BR-BA,Bahia,8,2010,2423
BR-BA,Bahia,9,2010,5323
BR-BA,Bahia,10,2010,5264
BR-BA,Bahia,11,2010,605
BR-BA,Bahia,12,2010,226
BR-CE,Ceara,1,2010,288
BR-CE,Ceara,2,2010,63
BR-CE,Ceara,3,2010,40
BR-CE,Ceara,4,2010,7
BR-CE,Ceara,5,2010,2
BR-CE,Ceara,6,2010,3
BR-CE,Ceara,7,2010,44
BR-CE,Ceara,8,2010,202
BR-CE,Ceara,9,2010,357
BR-CE,Ceara,10,2010,502
BR-CE,Ceara,11,2010,1652
BR-CE,Ceara,12,2010,578
BR-DF,Distrito Federal,1,2010,2
BR-DF,Distrito Federal,2,2010,4
BR-DF,Distrito Federal,3,2010,0
BR-DF,Distrito Federal,4,2010,8
BR-DF,Distrito Federal,5,2010,23
BR-DF,Distrito Federal,6,2010,21
BR-DF,Distrito Federal,7,2010,85
BR-DF,Distrito Federal,8,2010,159
BR-DF,Distrito Federal,9,2010,196
BR-DF,Distrito Federal,10,2010,6
BR-DF,Distrito Federal,11,2010,0
BR-DF,Distrito Federal,12,2010,1
BR-ES,Espirito Santo,1,2010,52
BR-ES,Espirito Santo,2,2010,15
BR-ES,Espirito Santo,3,2010,3
BR-ES,Espirito Santo,4,2010,7
BR-ES,Espirito Santo,5,2010,3
BR-ES,Espirito Santo,6,2010,3
BR-ES,Espirito Santo,7,2010,5
BR-ES,Espirito Santo,8,2010,39
BR-ES,Espirito Santo,9,2010,53
BR-ES,Espirito Santo,10,2010,32
BR-ES,Espirito Santo,11,2010,3
BR-ES,Espirito Santo,12,2010,10
BR-GO,Goias,1,2010,59
BR-GO,Goias,2,2010,86
BR-GO,Goias,3,2010,65
BR-GO,Goias,4,2010,105
BR-GO,Goias,5,2010,239
BR-GO,Goias,6,2010,278
BR-GO,Goias,7,2010,941
BR-GO,Goias,8,2010,2914
BR-GO,Goias,9,2010,5075
BR-GO,Goias,10,2010,1227
BR-GO,Goias,11,2010,67
BR-GO,Goias,12,2010,48
BR-MA,Maranhao,1,2010,319
BR-MA,Maranhao,2,2010,93
BR-MA,Maranhao,3,2010,82
BR-MA,Maranhao,4,2010,128
BR-MA,Maranhao,5,2010,273
BR-MA,Maranhao,6,2010,494
BR-MA,Maranhao,7,2010,2323
BR-MA,Maranhao,8,2010,6353
BR-MA,Maranhao,9,2010,9795
BR-MA,Maranhao,10,2010,3228
BR-MA,Maranhao,11,2010,4005
BR-MA,Maranhao,12,2010,1803
BR-MT,Mato Grosso,1,2010,298
BR-MT,Mato Grosso,2,2010,431
BR-MT,Mato Grosso,3,2010,605
BR-MT,Mato Grosso,4,2010,769
BR-MT,Mato Grosso,5,2010,1313
BR-MT,Mato Grosso,6,2010,1025
BR-MT,Mato Grosso,7,2010,3442
BR-MT,Mato Grosso,8,2010,14608
BR-MT,Mato Grosso,9,2010,18366
BR-MT,Mato Grosso,10,2010,4465
BR-MT,Mato Grosso,11,2010,768
BR-MT,Mato Grosso,12,2010,846
BR-MS,Mato Grosso do Sul,1,2010,72
BR-MS,Mato Grosso do Sul,2,2010,157
BR-MS,Mato Grosso do Sul,3,2010,149
BR-MS,Mato Grosso do Sul,4,2010,136
BR-MS,Mato Grosso do Sul,5,2010,105
BR-MS,Mato Grosso do Sul,6,2010,149
BR-MS,Mato Grosso do Sul,7,2010,589
BR-MS,Mato Grosso do Sul,8,2010,1721
BR-MS,Mato Grosso do Sul,9,2010,1505
BR-MS,Mato Grosso do Sul,10,2010,597
BR-MS,Mato Grosso do Sul,11,2010,259
BR-MS,Mato Grosso do Sul,12,2010,276
BR-MG,Minas Gerais,1,2010,118
BR-MG,Minas Gerais,2,2010,155
BR-MG,Minas Gerais,3,2010,109
BR-MG,Minas Gerais,4,2010,112
BR-MG,Minas Gerais,5,2010,179
BR-MG,Minas Gerais,6,2010,139
BR-MG,Minas Gerais,7,2010,707
BR-MG,Minas Gerais,8,2010,3353
BR-MG,Minas Gerais,9,2010,5059
BR-MG,Minas Gerais,10,2010,2048
BR-MG,Minas Gerais,11,2010,82
BR-MG,Minas Gerais,12,2010,105
BR-PA,Para,1,2010,437
BR-PA,Para,2,2010,102
BR-PA,Para,3,2010,110
BR-PA,Para,4,2010,22
BR-PA,Para,5,2010,57
BR-PA,Para,6,2010,94
BR-PA,Para,7,2010,1432
BR-PA,Para,8,2010,1813
BR-PA,Para,9,2010,1081
BR-PA,Para,10,2010,3843
BR-PA,Para,11,2010,4417
BR-PA,Para,12,2010,1612
BR-PB,Paraiba,1,2010,46
BR-PB,Paraiba,2,2010,15
BR-PB,Paraiba,3,2010,16
BR-PB,Paraiba,4,2010,2
BR-PB,Paraiba,5,2010,10
BR-PB,Paraiba,6,2010,3
BR-PB,Paraiba,7,2010,7
BR-PB,Paraiba,8,2010,9
BR-PB,Paraiba,9,2010,37
BR-PB,Paraiba,10,2010,150
BR-PB,Paraiba,11,2010,451
BR-PB,Paraiba,12,2010,65
BR-PR,Parana,1,2010,18
BR-PR,Parana,2,2010,46
BR-PR,Parana,3,2010,22
BR-PR,Parana,4,2010,71
BR-PR,Parana,5,2010,39
BR-PR,Parana,6,2010,55
BR-PR,Parana,7,2010,196
BR-PR,Parana,8,2010,733
BR-PR,Parana,9,2010,270
BR-PR,Parana,10,2010,230
BR-PR,Parana,11,2010,183
BR-PR,Parana,12,2010,37
BR-PE,Pernambuco,1,2010,47
BR-PE,Pernambuco,2,2010,33
BR-PE,Pernambuco,3,2010,59
BR-PE,Pernambuco,4,2010,2
BR-PE,Pernambuco,5,2010,8
BR-PE,Pernambuco,6,2010,1
BR-PE,Pernambuco,7,2010,7
BR-PE,Pernambuco,8,2010,29
BR-PE,Pernambuco,9,2010,179
BR-PE,Pernambuco,10,2010,347
BR-PE,Pernambuco,11,2010,831
BR-PE,Pernambuco,12,2010,117
BR-PI,Piaui,1,2010,99
BR-PI,Piaui,2,2010,54
BR-PI,Piaui,3,2010,47
BR-PI,Piaui,4,2010,56
BR-PI,Piaui,5,2010,231
BR-PI,Piaui,6,2010,208
BR-PI,Piaui,7,2010,1696
BR-PI,Piaui,8,2010,4035
BR-PI,Piaui,9,2010,5392
BR-PI,Piaui,10,2010,3863
BR-PI,Piaui,11,2010,1417
BR-PI,Piaui,12,2010,357
BR-RJ,Rio de Janeiro,1,2010,13
BR-RJ,Rio de Janeiro,2,2010,73
BR-RJ,Rio de Janeiro,3,2010,10
BR-RJ,Rio de Janeiro,4,2010,10
BR-RJ,Rio de Janeiro,5,2010,6
BR-RJ,Rio de Janeiro,6,2010,7
BR-RJ,Rio de Janeiro,7,2010,55
BR-RJ,Rio de Janeiro,8,2010,316
BR-RJ,Rio de Janeiro,9,2010,353
BR-RJ,Rio de Janeiro,10,2010,35
BR-RJ,Rio de Janeiro,11,2010,23
BR-RJ,Rio de Janeiro,12,2010,10
BR-RN,Rio Grande do Norte,1,2010,32
BR-RN,Rio Grande do Norte,2,2010,12
BR-RN,Rio Grande do Norte,3,2010,23
BR-RN,Rio Grande do Norte,4,2010,7
BR-RN,Rio Grande do Norte,5,2010,3
BR-RN,Rio Grande do Norte,6,2010,1
BR-RN,Rio Grande do Norte,7,2010,7
BR-RN,Rio Grande do Norte,8,2010,24
BR-RN,Rio Grande do Norte,9,2010,50
BR-RN,Rio Grande do Norte,10,2010,111
BR-RN,Rio Grande do Norte,11,2010,212
BR-RN,Rio Grande do Norte,12,2010,54
BR-RS,Rio Grande do Sul,1,2010,22
BR-RS,Rio Grande do Sul,2,2010,23
BR-RS,Rio Grande do Sul,3,2010,21
BR-RS,Rio Grande do Sul,4,2010,72
BR-RS,Rio Grande do Sul,5,2010,9
BR-RS,Rio Grande do Sul,6,2010,4
BR-RS,Rio Grande do Sul,7,2010,34
BR-RS,Rio Grande do Sul,8,2010,267
BR-RS,Rio Grande do Sul,9,2010,250
BR-RS,Rio Grande do Sul,10,2010,95
BR-RS,Rio Grande do Sul,11,2010,90
BR-RS,Rio Grande do Sul,12,2010,103
BR-RO,Rondonia,1,2010,18
BR-RO,Rondonia,2,2010,9
BR-RO,Rondonia,3,2010,11
BR-RO,Rondonia,4,2010,19
BR-RO,Rondonia,5,2010,41
BR-RO,Rondonia,6,2010,44
BR-RO,Rondonia,7,2010,747
BR-RO,Rondonia,8,2010,4388
BR-RO,Rondonia,9,2010,4893
BR-RO,Rondonia,10,2010,1307
BR-RO,Rondonia,11,2010,238
BR-RO,Rondonia,12,2010,158
BR-RR,Roraima,1,2010,351
BR-RR,Roraima,2,2010,470
BR-RR,Roraima,3,2010,417
BR-RR,Roraima,4,2010,15
BR-RR,Roraima,5,2010,3
BR-RR,Roraima,6,2010,0
BR-RR,Roraima,7,2010,1
BR-RR,Roraima,8,2010,3
BR-RR,Roraima,9,2010,18
BR-RR,Roraima,10,2010,64
BR-RR,Roraima,11,2010,27
BR-RR,Roraima,12,2010,73
BR-SC,Santa Catarina,1,2010,2
BR-SC,Santa Catarina,2,2010,15
BR-SC,Santa Catarina,3,2010,9
BR-SC,Santa Catarina,4,2010,19
BR-SC,Santa Catarina,5,2010,1
BR-SC,Santa Catarina,6,2010,1
BR-SC,Santa Catarina,7,2010,31
BR-SC,Santa Catarina,8,2010,511
BR-SC,Santa Catarina,9,2010,198
BR-SC,Santa Catarina,10,2010,76
BR-SC,Santa Catarina,11,2010,88
BR-SC,Santa Catarina,12,2010,23
BR-SP,Sao Paulo,1,2010,45
BR-SP,Sao Paulo,2,2010,152
BR-SP,Sao Paulo,3,2010,111
BR-SP,Sao Paulo,4,2010,91
BR-SP,Sao Paulo,5,2010,150
BR-SP,Sao Paulo,6,2010,143
BR-SP,Sao Paulo,7,2010,600
BR-SP,Sao Paulo,8,2010,1809
BR-SP,Sao Paulo,9,2010,1677
BR-SP,Sao Paulo,10,2010,260
BR-SP,Sao Paulo,11,2010,104
BR-SP,Sao Paulo,12,2010,52
BR-SE,Sergipe,1,2010,29
BR-SE,Sergipe,2,2010,33
BR-SE,Sergipe,3,2010,44
BR-SE,Sergipe,4,2010,1
BR-SE,Sergipe,5,2010,0
BR-SE,Sergipe,6,2010,0
BR-SE,Sergipe,7,2010,0
BR-SE,Sergipe,8,2010,0
BR-SE,Sergipe,9,2010,0
BR-SE,Sergipe,10,2010,1
BR-SE,Sergipe,11,2010,16
BR-SE,Sergipe,12,2010,19
BR-TO,Tocantins,1,2010,79
BR-TO,Tocantins,2,2010,32
BR-TO,Tocantins,3,2010,120
BR-TO,Tocantins,4,2010,419
BR-TO,Tocantins,5,2010,580
BR-TO,Tocantins,6,2010,767
BR-TO,Tocantins,7,2010,2408
BR-TO,Tocantins,8,2010,7865
BR-TO,Tocantins,9,2010,10172
BR-TO,Tocantins,10,2010,2272
BR-TO,Tocantins,11,2010,283
BR-TO,Tocantins,12,2010,72
BR-AC,Acre,1,2011,0
BR-AC,Acre,2,2011,0
BR-AC,Acre,3,2011,0
BR-AC,Acre,4,2011,2
BR-AC,Acre,5,2011,3
BR-AC,Acre,6,2011,10
BR-AC,Acre,7,2011,93
BR-AC,Acre,8,2011,425
BR-AC,Acre,9,2011,1204
BR-AC,Acre,10,2011,97
BR-AC,Acre,11,2011,74
BR-AC,Acre,12,2011,4
BR-AL,Alagoas,1,2011,41
BR-AL,Alagoas,2,2011,33
BR-AL,Alagoas,3,2011,34
BR-AL,Alagoas,4,2011,17
BR-AL,Alagoas,5,2011,0
BR-AL,Alagoas,6,2011,2
BR-AL,Alagoas,7,2011,0
BR-AL,Alagoas,8,2011,4
BR-AL,Alagoas,9,2011,5
BR-AL,Alagoas,10,2011,23
BR-AL,Alagoas,11,2011,23
BR-AL,Alagoas,12,2011,50
BR-AP,Amapa,1,2011,0
BR-AP,Amapa,2,2011,3
BR-AP,Amapa,3,2011,0
BR-AP,Amapa,4,2011,0
BR-AP,Amapa,5,2011,2
BR-AP,Amapa,6,2011,0
BR-AP,Amapa,7,2011,5
BR-AP,Amapa,8,2011,16
BR-AP,Amapa,9,2011,128
BR-AP,Amapa,10,2011,304
BR-AP,Amapa,11,2011,282
BR-AP,Amapa,12,2011,360
BR-AM,Amazonas,1,2011,53
BR-AM,Amazonas,2,2011,30
BR-AM,Amazonas,3,2011,49
BR-AM,Amazonas,4,2011,5
BR-AM,Amazonas,5,2011,6
BR-AM,Amazonas,6,2011,22
BR-AM,Amazonas,7,2011,271
BR-AM,Amazonas,8,2011,1243
BR-AM,Amazonas,9,2011,1295
BR-AM,Amazonas,10,2011,694
BR-AM,Amazonas,11,2011,399
BR-AM,Amazonas,12,2011,121
BR-BA,Bahia,1,2011,101
BR-BA,Bahia,2,2011,156
BR-BA,Bahia,3,2011,90
BR-BA,Bahia,4,2011,149
BR-BA,Bahia,5,2011,189
BR-BA,Bahia,6,2011,345
BR-BA,Bahia,7,2011,578
BR-BA,Bahia,8,2011,1795
BR-BA,Bahia,9,2011,7086
BR-BA,Bahia,10,2011,2166
BR-BA,Bahia,11,2011,176
BR-BA,Bahia,12,2011,230
BR-CE,Ceara,1,2011,32
BR-CE,Ceara,2,2011,2
BR-CE,Ceara,3,2011,6
BR-CE,Ceara,4,2011,1
BR-CE,Ceara,5,2011,0
BR-CE,Ceara,6,2011,5
BR-CE,Ceara,7,2011,18
BR-CE,Ceara,8,2011,53
BR-CE,Ceara,9,2011,239
BR-CE,Ceara,10,2011,415
BR-CE,Ceara,11,2011,1561
BR-CE,Ceara,12,2011,1441
BR-DF,Distrito Federal,1,2011,2
BR-DF,Distrito Federal,2,2011,1
BR-DF,Distrito Federal,3,2011,0
BR-DF,Distrito Federal,4,2011,1
BR-DF,Distrito Federal,5,2011,3
BR-DF,Distrito Federal,6,2011,18
BR-DF,Distrito Federal,7,2011,53
BR-DF,Distrito Federal,8,2011,61
BR-DF,Distrito Federal,9,2011,133
BR-DF,Distrito Federal,10,2011,0
BR-DF,Distrito Federal,11,2011,1
BR-DF,Distrito Federal,12,2011,0
BR-ES,Espirito Santo,1,2011,3
BR-ES,Espirito Santo,2,2011,42
BR-ES,Espirito Santo,3,2011,5
BR-ES,Espirito Santo,4,2011,3
BR-ES,Espirito Santo,5,2011,2
BR-ES,Espirito Santo,6,2011,7
BR-ES,Espirito Santo,7,2011,18
BR-ES,Espirito Santo,8,2011,93
BR-ES,Espirito Santo,9,2011,108
BR-ES,Espirito Santo,10,2011,38
BR-ES,Espirito Santo,11,2011,6
BR-ES,Espirito Santo,12,2011,1
BR-GO,Goias,1,2011,39
BR-GO,Goias,2,2011,45
BR-GO,Goias,3,2011,19
BR-GO,Goias,4,2011,71
BR-GO,Goias,5,2011,136
BR-GO,Goias,6,2011,314
BR-GO,Goias,7,2011,607
BR-GO,Goias,8,2011,1613
BR-GO,Goias,9,2011,2259
BR-GO,Goias,10,2011,476
BR-GO,Goias,11,2011,59
BR-GO,Goias,12,2011,39
BR-MA,Maranhao,1,2011,124
BR-MA,Maranhao,2,2011,9
BR-MA,Maranhao,3,2011,22
BR-MA,Maranhao,4,2011,37
BR-MA,Maranhao,5,2011,73
BR-MA,Maranhao,6,2011,602
BR-MA,Maranhao,7,2011,1024
BR-MA,Maranhao,8,2011,2138
BR-MA,Maranhao,9,2011,4632
BR-MA,Maranhao,10,2011,2404
BR-MA,Maranhao,11,2011,2261
BR-MA,Maranhao,12,2011,1629
BR-MT,Mato Grosso,1,2011,171
BR-MT,Mato Grosso,2,2011,119
BR-MT,Mato Grosso,3,2011,252
BR-MT,Mato Grosso,4,2011,345
BR-MT,Mato Grosso,5,2011,547
BR-MT,Mato Grosso,6,2011,974
BR-MT,Mato Grosso,7,2011,1061
BR-MT,Mato Grosso,8,2011,2628
BR-MT,Mato Grosso,9,2011,6332
BR-MT,Mato Grosso,10,2011,201
BR-MT,Mato Grosso,11,2011,1103
BR-MT,Mato Grosso,12,2011,431
BR-MS,Mato Grosso do Sul,1,2011,129
BR-MS,Mato Grosso do Sul,2,2011,61
BR-MS,Mato Grosso do Sul,3,2011,37
BR-MS,Mato Grosso do Sul,4,2011,23
BR-MS,Mato Grosso do Sul,5,2011,81
BR-MS,Mato Grosso do Sul,6,2011,104
BR-MS,Mato Grosso do Sul,7,2011,250
BR-MS,Mato Grosso do Sul,8,2011,552
BR-MS,Mato Grosso do Sul,9,2011,1072
BR-MS,Mato Grosso do Sul,10,2011,276
BR-MS,Mato Grosso do Sul,11,2011,445
BR-MS,Mato Grosso do Sul,12,2011,577
BR-MG,Minas Gerais,1,2011,61
BR-MG,Minas Gerais,2,2011,111
BR-MG,Minas Gerais,3,2011,67
BR-MG,Minas Gerais,4,2011,66
BR-MG,Minas Gerais,5,2011,151
BR-MG,Minas Gerais,6,2011,304
BR-MG,Minas Gerais,7,2011,801
BR-MG,Minas Gerais,8,2011,2742
BR-MG,Minas Gerais,9,2011,5978
BR-MG,Minas Gerais,10,2011,1206
BR-MG,Minas Gerais,11,2011,153
BR-MG,Minas Gerais,12,2011,43
BR-PA,Para,1,2011,108
BR-PA,Para,2,2011,13
BR-PA,Para,3,2011,21
BR-PA,Para,4,2011,10
BR-PA,Para,5,2011,16
BR-PA,Para,6,2011,105
BR-PA,Para,7,2011,632
BR-PA,Para,8,2011,2195
BR-PA,Para,9,2011,5185
BR-PA,Para,10,2011,3141
BR-PA,Para,11,2011,3043
BR-PA,Para,12,2011,3218
BR-PB,Paraiba,1,2011,11
BR-PB,Paraiba,2,2011,5
BR-PB,Paraiba,3,2011,6
BR-PB,Paraiba,4,2011,2
BR-PB,Paraiba,5,2011,0
BR-PB,Paraiba,6,2011,2
BR-PB,Paraiba,7,2011,6
BR-PB,Paraiba,8,2011,12
BR-PB,Paraiba,9,2011,55
BR-PB,Paraiba,10,2011,200
BR-PB,Paraiba,11,2011,359
BR-PB,Paraiba,12,2011,179
BR-PR,Parana,1,2011,35
BR-PR,Parana,2,2011,8
BR-PR,Parana,3,2011,21
BR-PR,Parana,4,2011,38
BR-PR,Parana,5,2011,97
BR-PR,Parana,6,2011,162
BR-PR,Parana,7,2011,262
BR-PR,Parana,8,2011,435
BR-PR,Parana,9,2011,913
BR-PR,Parana,10,2011,256
BR-PR,Parana,11,2011,138
BR-PR,Parana,12,2011,78
BR-PE,Pernambuco,1,2011,49
BR-PE,Pernambuco,2,2011,25
BR-PE,Pernambuco,3,2011,39
BR-PE,Pernambuco,4,2011,22
BR-PE,Pernambuco,5,2011,1
BR-PE,Pernambuco,6,2011,4
BR-PE,Pernambuco,7,2011,2
BR-PE,Pernambuco,8,2011,27
BR-PE,Pernambuco,9,2011,243
BR-PE,Pernambuco,10,2011,461
BR-PE,Pernambuco,11,2011,352
BR-PE,Pernambuco,12,2011,364
BR-PI,Piaui,1,2011,39
BR-PI,Piaui,2,2011,11
BR-PI,Piaui,3,2011,15
BR-PI,Piaui,4,2011,16
BR-PI,Piaui,5,2011,77
BR-PI,Piaui,6,2011,462
BR-PI,Piaui,7,2011,864
BR-PI,Piaui,8,2011,1958
BR-PI,Piaui,9,2011,4402
BR-PI,Piaui,10,2011,1484
BR-PI,Piaui,11,2011,825
BR-PI,Piaui,12,2011,362
BR-RJ,Rio de Janeiro,1,2011,10
BR-RJ,Rio de Janeiro,2,2011,36
BR-RJ,Rio de Janeiro,3,2011,7
BR-RJ,Rio de Janeiro,4,2011,12
BR-RJ,Rio de Janeiro,5,2011,17
BR-RJ,Rio de Janeiro,6,2011,33
BR-RJ,Rio de Janeiro,7,2011,121
BR-RJ,Rio de Janeiro,8,2011,250
BR-RJ,Rio de Janeiro,9,2011,510
BR-RJ,Rio de Janeiro,10,2011,114
BR-RJ,Rio de Janeiro,11,2011,20
BR-RJ,Rio de Janeiro,12,2011,3
BR-RN,Rio Grande do Norte,1,2011,15
BR-RN,Rio Grande do Norte,2,2011,5
BR-RN,Rio Grande do Norte,3,2011,3
BR-RN,Rio Grande do Norte,4,2011,0
BR-RN,Rio Grande do Norte,5,2011,0
BR-RN,Rio Grande do Norte,6,2011,1
BR-RN,Rio Grande do Norte,7,2011,0
BR-RN,Rio Grande do Norte,8,2011,10
BR-RN,Rio Grande do Norte,9,2011,22
BR-RN,Rio Grande do Norte,10,2011,76
BR-RN,Rio Grande do Norte,11,2011,144
BR-RN,Rio Grande do Norte,12,2011,125
BR-RS,Rio Grande do Sul,1,2011,33
BR-RS,Rio Grande do Sul,2,2011,26
BR-RS,Rio Grande do Sul,3,2011,31
BR-RS,Rio Grande do Sul,4,2011,41
BR-RS,Rio Grande do Sul,5,2011,20
BR-RS,Rio Grande do Sul,6,2011,12
BR-RS,Rio Grande do Sul,7,2011,45
BR-RS,Rio Grande do Sul,8,2011,116
BR-RS,Rio Grande do Sul,9,2011,449
BR-RS,Rio Grande do Sul,10,2011,74
BR-RS,Rio Grande do Sul,11,2011,117
BR-RS,Rio Grande do Sul,12,2011,69
BR-RO,Rondonia,1,2011,1
BR-RO,Rondonia,2,2011,2
BR-RO,Rondonia,3,2011,6
BR-RO,Rondonia,4,2011,8
BR-RO,Rondonia,5,2011,54
BR-RO,Rondonia,6,2011,130
BR-RO,Rondonia,7,2011,293
BR-RO,Rondonia,8,2011,1161
BR-RO,Rondonia,9,2011,1782
BR-RO,Rondonia,10,2011,822
BR-RO,Rondonia,11,2011,245
BR-RO,Rondonia,12,2011,37
BR-RR,Roraima,1,2011,225
BR-RR,Roraima,2,2011,112
BR-RR,Roraima,3,2011,91
BR-RR,Roraima,4,2011,108
BR-RR,Roraima,5,2011,4
BR-RR,Roraima,6,2011,6
BR-RR,Roraima,7,2011,9
BR-RR,Roraima,8,2011,39
BR-RR,Roraima,9,2011,53
BR-RR,Roraima,10,2011,65
BR-RR,Roraima,11,2011,121
BR-RR,Roraima,12,2011,249
BR-SC,Santa Catarina,1,2011,9
BR-SC,Santa Catarina,2,2011,1
BR-SC,Santa Catarina,3,2011,8
BR-SC,Santa Catarina,4,2011,5
BR-SC,Santa Catarina,5,2011,16
BR-SC,Santa Catarina,6,2011,26
BR-SC,Santa Catarina,7,2011,31
BR-SC,Santa Catarina,8,2011,175
BR-SC,Santa Catarina,9,2011,450
BR-SC,Santa Catarina,10,2011,102
BR-SC,Santa Catarina,11,2011,79
BR-SC,Santa Catarina,12,2011,24
BR-SP,Sao Paulo,1,2011,75
BR-SP,Sao Paulo,2,2011,73
BR-SP,Sao Paulo,3,2011,45
BR-SP,Sao Paulo,4,2011,52
BR-SP,Sao Paulo,5,2011,136
BR-SP,Sao Paulo,6,2011,210
BR-SP,Sao Paulo,7,2011,479
BR-SP,Sao Paulo,8,2011,1067
BR-SP,Sao Paulo,9,2011,1108
